,product_name,category,price,sales_date,day_of_week,holiday,number_of_items_sold,total_revenue,sales_time,product_id,buyer_gender
1902,Butter,Dairy,285,2022-10-11,Tuesday,False,8,2280,13:03,1078,Women
1903,Butter,Dairy,285,2022-10-11,Tuesday,False,6,1710,18:55,1078,Women
1904,Eggs,Dairy,134,2022-10-11,Tuesday,False,2,268,12:14,1041,Women
1905,Jam jar,Grocery,350,2022-10-11,Tuesday,False,13,4550,16:08,1091,Women
1906,Bread package,Bakery,55,2022-10-11,Tuesday,False,16,880,12:42,1011,Women
1907,Milk packet,Dairy,80,2022-10-11,Tuesday,False,4,320,08:55,1022,Men
1908,Eggs,Dairy,134,2022-10-11,Tuesday,False,4,536,12:26,1041,Men
1909,Milk packet,Dairy,80,2022-10-11,Tuesday,False,11,880,09:36,1022,Women
1910,Butter,Dairy,285,2022-10-11,Tuesday,False,11,3135,12:51,1078,Women
1911,Butter,Dairy,285,2022-10-12,Wednesday,False,19,5415,12:34,1078,Men
1912,Eggs,Dairy,134,2022-10-12,Wednesday,False,1,134,09:07,1041,Men
1913,Jam jar,Grocery,350,2022-10-12,Wednesday,False,14,4900,19:33,1091,Men
1914,Bread package,Bakery,55,2022-10-12,Wednesday,False,13,715,14:23,1011,Women
1915,Butter,Dairy,285,2022-10-12,Wednesday,False,16,4560,18:39,1078,Women
1916,Milk packet,Dairy,80,2022-10-12,Wednesday,False,15,1200,08:04,1022,Men
1917,Bread package,Bakery,55,2022-10-12,Wednesday,False,14,770,16:33,1011,Men
1918,Bread package,Bakery,55,2022-10-12,Wednesday,False,7,385,13:12,1011,Women
1919,Butter,Dairy,285,2022-10-12,Wednesday,False,3,855,11:38,1078,Women
1920,Milk packet,Dairy,80,2022-10-12,Wednesday,False,10,800,08:18,1022,Women
1921,Butter,Dairy,285,2022-10-12,Wednesday,False,4,1140,13:35,1078,Women
1922,Eggs,Dairy,134,2022-10-12,Wednesday,False,13,1742,09:01,1041,Women
1923,Bread package,Bakery,55,2022-10-12,Wednesday,False,15,825,16:58,1011,Women
1924,Milk packet,Dairy,80,2022-10-12,Wednesday,False,19,1520,09:07,1022,Men
1925,Milk packet,Dairy,80,2022-10-12,Wednesday,False,3,240,08:05,1022,Men
1926,Milk packet,Dairy,80,2022-10-12,Wednesday,False,3,240,08:47,1022,Women
1927,Milk packet,Dairy,80,2022-10-12,Wednesday,False,1,80,09:41,1022,Women
1928,Jam jar,Grocery,350,2022-10-12,Wednesday,False,17,5950,12:47,1091,Women
1929,Jam jar,Grocery,350,2022-10-12,Wednesday,False,19,6650,10:17,1091,Women
1930,Bread package,Bakery,55,2022-10-12,Wednesday,False,5,275,09:33,1011,Men
1931,Jam jar,Grocery,350,2022-10-12,Wednesday,False,12,4200,15:08,1091,Women
1932,Eggs,Dairy,134,2022-10-12,Wednesday,False,3,402,15:06,1041,Men
1933,Jam jar,Grocery,350,2022-10-12,Wednesday,False,15,5250,14:08,1091,Women
1934,Bread package,Bakery,55,2022-10-12,Wednesday,False,14,770,07:24,1011,Men
1935,Butter,Dairy,285,2022-10-12,Wednesday,False,17,4845,07:27,1078,Men
1936,Milk packet,Dairy,80,2022-10-12,Wednesday,False,10,800,09:53,1022,Women
1937,Milk packet,Dairy,80,2022-10-12,Wednesday,False,9,720,07:15,1022,Women
1938,Eggs,Dairy,134,2022-10-12,Wednesday,False,11,1474,17:41,1041,Men
1939,Milk packet,Dairy,80,2022-10-12,Wednesday,False,2,160,09:36,1022,Women
1940,Butter,Dairy,285,2022-10-12,Wednesday,False,3,855,15:58,1078,Women
1941,Jam jar,Grocery,350,2022-10-12,Wednesday,False,8,2800,15:48,1091,Women
1942,Milk packet,Dairy,80,2022-10-13,Thursday,False,22,1760,07:34,1022,Women
1943,Butter,Dairy,285,2022-10-13,Thursday,False,4,1140,12:15,1078,Men
1944,Jam jar,Grocery,350,2022-10-13,Thursday,False,2,700,17:42,1091,Men
1945,Jam jar,Grocery,350,2022-10-13,Thursday,False,6,2100,12:02,1091,Women
1946,Eggs,Dairy,134,2022-10-13,Thursday,False,17,2278,19:07,1041,Men
1947,Milk packet,Dairy,80,2022-10-13,Thursday,False,21,1680,07:02,1022,Men
1948,Eggs,Dairy,134,2022-10-13,Thursday,False,19,2546,15:36,1041,Men
1949,Eggs,Dairy,134,2022-10-13,Thursday,False,19,2546,18:36,1041,Men
1950,Eggs,Dairy,134,2022-10-13,Thursday,False,6,804,14:02,1041,Men
1951,Milk packet,Dairy,80,2022-10-13,Thursday,False,4,320,09:23,1022,Women
1952,Jam jar,Grocery,350,2022-10-13,Thursday,False,11,3850,14:17,1091,Women
1953,Jam jar,Grocery,350,2022-10-13,Thursday,False,2,700,14:53,1091,Women
1954,Milk packet,Dairy,80,2022-10-13,Thursday,False,10,800,09:29,1022,Men
1955,Bread package,Bakery,55,2022-10-13,Thursday,False,2,110,13:57,1011,Women
1956,Butter,Dairy,285,2022-10-13,Thursday,False,18,5130,09:17,1078,Women
1957,Butter,Dairy,285,2022-10-13,Thursday,False,16,4560,13:48,1078,Women
1958,Eggs,Dairy,134,2022-10-13,Thursday,False,15,2010,11:15,1041,Women
1959,Milk packet,Dairy,80,2022-10-13,Thursday,False,12,960,09:14,1022,Women
1960,Eggs,Dairy,134,2022-10-13,Thursday,False,10,1340,08:01,1041,Women
1961,Milk packet,Dairy,80,2022-10-13,Thursday,False,21,1680,07:40,1022,Women
1962,Eggs,Dairy,134,2022-10-13,Thursday,False,3,402,08:02,1041,Women
1963,Milk packet,Dairy,80,2022-10-13,Thursday,False,15,1200,09:51,1022,Men
1964,Bread package,Bakery,55,2022-10-14,Friday,False,3,165,10:02,1011,Women
1965,Milk packet,Dairy,80,2022-10-14,Friday,False,14,1120,07:20,1022,Men
1966,Bread package,Bakery,55,2022-10-14,Friday,False,12,660,19:55,1011,Women
1967,Eggs,Dairy,134,2022-10-14,Friday,False,16,2144,12:40,1041,Women
1968,Jam jar,Grocery,350,2022-10-14,Friday,False,16,5600,10:44,1091,Women
1969,Bread package,Bakery,55,2022-10-14,Friday,False,17,935,15:04,1011,Men
1970,Butter,Dairy,285,2022-10-14,Friday,False,4,1140,10:17,1078,Women
1971,Jam jar,Grocery,350,2022-10-14,Friday,False,2,700,17:01,1091,Women
1972,Butter,Dairy,285,2022-10-14,Friday,False,7,1995,15:50,1078,Women
1973,Butter,Dairy,285,2022-10-14,Friday,False,16,4560,11:08,1078,Women
1974,Butter,Dairy,285,2022-10-14,Friday,False,18,5130,09:41,1078,Men
1975,Jam jar,Grocery,350,2022-10-14,Friday,False,9,3150,11:15,1091,Women
1976,Eggs,Dairy,134,2022-10-14,Friday,False,14,1876,08:00,1041,Men
1977,Milk packet,Dairy,80,2022-10-14,Friday,False,9,720,08:03,1022,Women
1978,Jam jar,Grocery,350,2022-10-14,Friday,False,13,4550,11:31,1091,Women
1979,Milk packet,Dairy,80,2022-10-14,Friday,False,15,1200,07:01,1022,Women
1980,Eggs,Dairy,134,2022-10-14,Friday,False,6,804,19:48,1041,Men
1981,Butter,Dairy,285,2022-10-14,Friday,False,14,3990,19:43,1078,Women
1982,Jam jar,Grocery,350,2022-10-14,Friday,False,5,1750,19:18,1091,Women
1983,Bread package,Bakery,55,2022-10-14,Friday,False,12,660,14:56,1011,Men
1984,Eggs,Dairy,134,2022-10-14,Friday,False,12,1608,19:47,1041,Men
1985,Jam jar,Grocery,350,2022-10-14,Friday,False,11,3850,18:40,1091,Women
1986,Jam jar,Grocery,350,2022-10-14,Friday,False,10,3500,15:06,1091,Women
1987,Bread package,Bakery,55,2022-10-14,Friday,False,8,440,14:27,1011,Men
1988,Eggs,Dairy,134,2022-10-14,Friday,False,5,670,18:44,1041,Women
1989,Bread package,Bakery,55,2022-10-14,Friday,False,17,935,12:39,1011,Men
1990,Eggs,Dairy,134,2022-10-14,Friday,False,11,1474,19:19,1041,Women
1991,Butter,Dairy,285,2022-10-14,Friday,False,10,2850,19:55,1078,Men
1992,Milk packet,Dairy,80,2022-10-14,Friday,False,15,1200,16:36,1022,Women
1993,Butter,Dairy,285,2022-10-14,Friday,False,7,1995,15:09,1078,Men
1994,Butter,Dairy,285,2022-10-14,Friday,False,6,1710,12:57,1078,Men
1995,Jam jar,Grocery,350,2022-10-14,Friday,False,15,5250,14:26,1091,Men
1996,Eggs,Dairy,134,2022-10-14,Friday,False,14,1876,10:19,1041,Men
1997,Milk packet,Dairy,80,2022-10-14,Friday,False,1,80,08:59,1022,Men
1998,Milk packet,Dairy,80,2022-10-14,Friday,False,7,560,08:35,1022,Women
1999,Butter,Dairy,285,2022-10-14,Friday,False,9,2565,08:23,1078,Men
2000,Eggs,Dairy,134,2022-10-14,Friday,False,9,1206,17:53,1041,Women
2001,Bread package,Bakery,55,2022-10-15,Saturday,True,12,660,10:16,1011,Men
2002,Eggs,Dairy,134,2022-10-15,Saturday,True,16,2144,09:17,1041,Men
2003,Jam jar,Grocery,350,2022-10-15,Saturday,True,2,700,14:36,1091,Women
2004,Eggs,Dairy,134,2022-10-15,Saturday,True,19,2546,16:08,1041,Women
2005,Butter,Dairy,285,2022-10-15,Saturday,True,4,1140,12:05,1078,Men
2006,Milk packet,Dairy,80,2022-10-15,Saturday,True,13,1040,15:54,1022,Men
2007,Eggs,Dairy,134,2022-10-15,Saturday,True,10,1340,11:40,1041,Women
2008,Butter,Dairy,285,2022-10-15,Saturday,True,4,1140,15:12,1078,Women
2009,Eggs,Dairy,134,2022-10-15,Saturday,True,19,2546,14:11,1041,Women
2010,Bread package,Bakery,55,2022-10-15,Saturday,True,3,165,15:01,1011,Women
2011,Eggs,Dairy,134,2022-10-15,Saturday,True,7,938,09:53,1041,Men
2012,Bread package,Bakery,55,2022-10-15,Saturday,True,5,275,10:16,1011,Women
2013,Butter,Dairy,285,2022-10-15,Saturday,True,18,5130,19:59,1078,Women
2014,Butter,Dairy,285,2022-10-15,Saturday,True,3,855,13:33,1078,Men
2015,Butter,Dairy,285,2022-10-15,Saturday,True,17,4845,12:25,1078,Women
2016,Eggs,Dairy,134,2022-10-15,Saturday,True,17,2278,13:37,1041,Men
2017,Butter,Dairy,285,2022-10-15,Saturday,True,14,3990,10:09,1078,Men
2018,Eggs,Dairy,134,2022-10-15,Saturday,True,13,1742,09:13,1041,Women
2019,Eggs,Dairy,134,2022-10-15,Saturday,True,8,1072,07:25,1041,Men
2020,Jam jar,Grocery,350,2022-10-15,Saturday,True,8,2800,10:26,1091,Women
2021,Milk packet,Dairy,80,2022-10-15,Saturday,True,17,1360,08:06,1022,Women
2022,Butter,Dairy,285,2022-10-15,Saturday,True,6,1710,14:53,1078,Women
2023,Butter,Dairy,285,2022-10-15,Saturday,True,14,3990,19:15,1078,Women
2024,Milk packet,Dairy,80,2022-10-15,Saturday,True,11,880,07:32,1022,Women
2025,Jam jar,Grocery,350,2022-10-15,Saturday,True,14,4900,17:49,1091,Men
2026,Bread package,Bakery,55,2022-10-15,Saturday,True,12,660,15:57,1011,Men
2027,Milk packet,Dairy,80,2022-10-15,Saturday,True,19,1520,07:20,1022,Women
2028,Milk packet,Dairy,80,2022-10-15,Saturday,True,12,960,09:24,1022,Women
2029,Milk packet,Dairy,80,2022-10-15,Saturday,True,12,960,10:32,1022,Women
2030,Eggs,Dairy,134,2022-10-15,Saturday,True,16,2144,07:59,1041,Men
2031,Bread package,Bakery,55,2022-10-15,Saturday,True,12,660,16:11,1011,Men
2032,Bread package,Bakery,55,2022-10-15,Saturday,True,16,880,08:03,1011,Women
2033,Milk packet,Dairy,80,2022-10-15,Saturday,True,12,960,08:27,1022,Women
2034,Milk packet,Dairy,80,2022-10-15,Saturday,True,1,80,09:25,1022,Women
2035,Eggs,Dairy,134,2022-10-15,Saturday,True,10,1340,10:28,1041,Women
2036,Milk packet,Dairy,80,2022-10-15,Saturday,True,13,1040,08:11,1022,Women
2037,Eggs,Dairy,134,2022-10-15,Saturday,True,13,1742,07:42,1041,Women
2038,Jam jar,Grocery,350,2022-10-15,Saturday,True,15,5250,08:59,1091,Women
2039,Jam jar,Grocery,350,2022-10-15,Saturday,True,8,2800,14:34,1091,Women
2040,Jam jar,Grocery,350,2022-10-15,Saturday,True,17,5950,18:11,1091,Men
2041,Eggs,Dairy,134,2022-10-15,Saturday,True,5,670,09:06,1041,Women
2042,Eggs,Dairy,134,2022-10-15,Saturday,True,13,1742,12:29,1041,Women
2043,Bread package,Bakery,55,2022-10-15,Saturday,True,18,990,16:00,1011,Men
2044,Jam jar,Grocery,350,2022-10-15,Saturday,True,6,2100,08:46,1091,Women
2045,Jam jar,Grocery,350,2022-10-15,Saturday,True,5,1750,13:56,1091,Men
2046,Butter,Dairy,285,2022-10-15,Saturday,True,6,1710,13:16,1078,Men
2047,Eggs,Dairy,134,2022-10-15,Saturday,True,5,670,07:01,1041,Women
2048,Jam jar,Grocery,350,2022-10-15,Saturday,True,2,700,14:18,1091,Women
2049,Butter,Dairy,285,2022-10-15,Saturday,True,6,1710,11:18,1078,Men
2050,Milk packet,Dairy,80,2022-10-15,Saturday,True,13,1040,08:35,1022,Women
2051,Butter,Dairy,285,2022-10-15,Saturday,True,1,285,12:55,1078,Men
2052,Milk packet,Dairy,80,2022-10-15,Saturday,True,19,1520,17:10,1022,Women
2053,Butter,Dairy,285,2022-10-15,Saturday,True,3,855,14:30,1078,Men
2054,Jam jar,Grocery,350,2022-10-15,Saturday,True,4,1400,17:14,1091,Women
2055,Butter,Dairy,285,2022-10-15,Saturday,True,1,285,17:09,1078,Women
2056,Milk packet,Dairy,80,2022-10-15,Saturday,True,9,720,08:06,1022,Women
2057,Butter,Dairy,285,2022-10-15,Saturday,True,8,2280,10:41,1078,Men
2058,Bread package,Bakery,55,2022-10-15,Saturday,True,6,330,14:44,1011,Women
2059,Milk packet,Dairy,80,2022-10-15,Saturday,True,8,640,09:49,1022,Women
2060,Butter,Dairy,285,2022-10-15,Saturday,True,5,1425,07:19,1078,Men
2061,Butter,Dairy,285,2022-10-15,Saturday,True,3,855,19:16,1078,Women
2062,Bread package,Bakery,55,2022-10-15,Saturday,True,1,55,08:05,1011,Women
2063,Bread package,Bakery,55,2022-10-15,Saturday,True,2,110,16:35,1011,Women
2064,Milk packet,Dairy,80,2022-10-15,Saturday,True,13,1040,07:14,1022,Women
2065,Butter,Dairy,285,2022-10-15,Saturday,True,17,4845,14:43,1078,Men
2066,Milk packet,Dairy,80,2022-10-16,Sunday,True,16,1280,07:46,1022,Men
2067,Butter,Dairy,285,2022-10-16,Sunday,True,16,4560,11:47,1078,Women
2068,Jam jar,Grocery,350,2022-10-16,Sunday,True,4,1400,12:15,1091,Women
2069,Milk packet,Dairy,80,2022-10-16,Sunday,True,6,480,09:38,1022,Men
2070,Bread package,Bakery,55,2022-10-16,Sunday,True,5,275,15:45,1011,Men
2071,Butter,Dairy,285,2022-10-16,Sunday,True,5,1425,12:49,1078,Men
2072,Milk packet,Dairy,80,2022-10-16,Sunday,True,4,320,07:26,1022,Women
2073,Bread package,Bakery,55,2022-10-16,Sunday,True,7,385,17:32,1011,Men
2074,Butter,Dairy,285,2022-10-16,Sunday,True,6,1710,14:13,1078,Women
2075,Butter,Dairy,285,2022-10-16,Sunday,True,16,4560,12:34,1078,Men
2076,Butter,Dairy,285,2022-10-16,Sunday,True,6,1710,17:11,1078,Women
2077,Jam jar,Grocery,350,2022-10-16,Sunday,True,14,4900,17:22,1091,Men
2078,Jam jar,Grocery,350,2022-10-16,Sunday,True,5,1750,19:09,1091,Women
2079,Eggs,Dairy,134,2022-10-16,Sunday,True,4,536,08:24,1041,Men
2080,Milk packet,Dairy,80,2022-10-16,Sunday,True,4,320,07:18,1022,Women
2081,Butter,Dairy,285,2022-10-16,Sunday,True,3,855,10:29,1078,Women
2082,Bread package,Bakery,55,2022-10-16,Sunday,True,1,55,16:41,1011,Women
2083,Milk packet,Dairy,80,2022-10-16,Sunday,True,6,480,07:33,1022,Men
2084,Bread package,Bakery,55,2022-10-16,Sunday,True,4,220,08:53,1011,Women
2085,Milk packet,Dairy,80,2022-10-16,Sunday,True,5,400,09:55,1022,Men
2086,Jam jar,Grocery,350,2022-10-16,Sunday,True,6,2100,09:29,1091,Women
2087,Bread package,Bakery,55,2022-10-16,Sunday,True,6,330,16:31,1011,Women
2088,Jam jar,Grocery,350,2022-10-16,Sunday,True,11,3850,08:30,1091,Women
2089,Eggs,Dairy,134,2022-10-16,Sunday,True,11,1474,10:34,1041,Women
2090,Jam jar,Grocery,350,2022-10-16,Sunday,True,4,1400,19:18,1091,Women
2091,Milk packet,Dairy,80,2022-10-16,Sunday,True,10,800,08:17,1022,Women
2092,Butter,Dairy,285,2022-10-16,Sunday,True,19,5415,09:34,1078,Men
2093,Eggs,Dairy,134,2022-10-16,Sunday,True,17,2278,10:18,1041,Men
2094,Jam jar,Grocery,350,2022-10-16,Sunday,True,11,3850,14:31,1091,Women
2095,Milk packet,Dairy,80,2022-10-16,Sunday,True,6,480,11:44,1022,Women
2096,Butter,Dairy,285,2022-10-16,Sunday,True,15,4275,08:30,1078,Women
2097,Eggs,Dairy,134,2022-10-16,Sunday,True,6,804,14:27,1041,Men
2098,Milk packet,Dairy,80,2022-10-16,Sunday,True,10,800,09:35,1022,Men
2099,Butter,Dairy,285,2022-10-16,Sunday,True,18,5130,19:53,1078,Women
2100,Butter,Dairy,285,2022-10-16,Sunday,True,17,4845,08:57,1078,Women
2101,Butter,Dairy,285,2022-10-16,Sunday,True,18,5130,13:46,1078,Women
2102,Eggs,Dairy,134,2022-10-16,Sunday,True,12,1608,09:24,1041,Women
2103,Eggs,Dairy,134,2022-10-16,Sunday,True,6,804,13:47,1041,Women
2104,Bread package,Bakery,55,2022-10-16,Sunday,True,7,385,19:44,1011,Men
2105,Jam jar,Grocery,350,2022-10-16,Sunday,True,15,5250,12:14,1091,Women
2106,Jam jar,Grocery,350,2022-10-16,Sunday,True,1,350,16:08,1091,Men
2107,Milk packet,Dairy,80,2022-10-16,Sunday,True,12,960,08:34,1022,Women
2108,Milk packet,Dairy,80,2022-10-16,Sunday,True,18,1440,16:06,1022,Men
2109,Eggs,Dairy,134,2022-10-16,Sunday,True,13,1742,13:39,1041,Women
2110,Butter,Dairy,285,2022-10-16,Sunday,True,8,2280,12:54,1078,Women
2111,Jam jar,Grocery,350,2022-10-16,Sunday,True,16,5600,11:01,1091,Women
2112,Milk packet,Dairy,80,2022-10-16,Sunday,True,6,480,09:17,1022,Women
2113,Milk packet,Dairy,80,2022-10-16,Sunday,True,15,1200,07:41,1022,Men
2114,Jam jar,Grocery,350,2022-10-16,Sunday,True,1,350,10:39,1091,Women
2115,Eggs,Dairy,134,2022-10-16,Sunday,True,19,2546,07:56,1041,Men
2116,Bread package,Bakery,55,2022-10-16,Sunday,True,11,605,07:44,1011,Women
2117,Jam jar,Grocery,350,2022-10-16,Sunday,True,17,5950,15:01,1091,Men
2118,Eggs,Dairy,134,2022-10-16,Sunday,True,10,1340,09:21,1041,Women
2119,Jam jar,Grocery,350,2022-10-16,Sunday,True,16,5600,12:41,1091,Women
2120,Bread package,Bakery,55,2022-10-16,Sunday,True,15,825,12:41,1011,Men
2121,Butter,Dairy,285,2022-10-16,Sunday,True,14,3990,07:19,1078,Men
2122,Jam jar,Grocery,350,2022-10-16,Sunday,True,3,1050,18:05,1091,Women
2123,Bread package,Bakery,55,2022-10-16,Sunday,True,3,165,14:28,1011,Women
2124,Jam jar,Grocery,350,2022-10-16,Sunday,True,3,1050,12:05,1091,Women
2125,Butter,Dairy,285,2022-10-16,Sunday,True,3,855,10:08,1078,Men
2126,Eggs,Dairy,134,2022-10-16,Sunday,True,7,938,13:05,1041,Men
2127,Milk packet,Dairy,80,2022-10-16,Sunday,True,4,320,08:41,1022,Women
2128,Bread package,Bakery,55,2022-10-16,Sunday,True,5,275,12:50,1011,Men
2129,Butter,Dairy,285,2022-10-16,Sunday,True,9,2565,09:41,1078,Men
2130,Milk packet,Dairy,80,2022-10-16,Sunday,True,2,160,07:01,1022,Men
2131,Jam jar,Grocery,350,2022-10-16,Sunday,True,9,3150,19:13,1091,Women
2132,Milk packet,Dairy,80,2022-10-16,Sunday,True,5,400,08:33,1022,Women
2133,Milk packet,Dairy,80,2022-10-16,Sunday,True,3,240,08:02,1022,Women
2134,Jam jar,Grocery,350,2022-10-16,Sunday,True,11,3850,10:10,1091,Women
2135,Jam jar,Grocery,350,2022-10-16,Sunday,True,5,1750,19:47,1091,Women
2136,Jam jar,Grocery,350,2022-10-16,Sunday,True,5,1750,11:18,1091,Women
2137,Jam jar,Grocery,350,2022-10-16,Sunday,True,9,3150,12:20,1091,Women
2138,Milk packet,Dairy,80,2022-10-16,Sunday,True,19,1520,19:43,1022,Men
2139,Milk packet,Dairy,80,2022-10-16,Sunday,True,4,320,11:15,1022,Men
2140,Eggs,Dairy,134,2022-10-16,Sunday,True,17,2278,12:57,1041,Men
2141,Milk packet,Dairy,80,2022-10-17,Monday,False,4,320,09:41,1022,Women
2142,Jam jar,Grocery,350,2022-10-17,Monday,False,9,3150,09:34,1091,Women
2143,Butter,Dairy,285,2022-10-17,Monday,False,2,570,18:19,1078,Women
2144,Milk packet,Dairy,80,2022-10-17,Monday,False,8,640,07:30,1022,Women
2145,Bread package,Bakery,55,2022-10-17,Monday,False,12,660,13:40,1011,Women
2146,Bread package,Bakery,55,2022-10-17,Monday,False,1,55,08:12,1011,Women
2147,Butter,Dairy,285,2022-10-17,Monday,False,2,570,17:21,1078,Men
2148,Butter,Dairy,285,2022-10-17,Monday,False,11,3135,16:54,1078,Women
2149,Bread package,Bakery,55,2022-10-17,Monday,False,13,715,14:31,1011,Men
2150,Eggs,Dairy,134,2022-10-17,Monday,False,4,536,07:39,1041,Men
2151,Jam jar,Grocery,350,2022-10-17,Monday,False,5,1750,09:21,1091,Men
2152,Bread package,Bakery,55,2022-10-17,Monday,False,19,1045,08:46,1011,Women
2153,Butter,Dairy,285,2022-10-17,Monday,False,11,3135,18:41,1078,Women
2154,Eggs,Dairy,134,2022-10-17,Monday,False,10,1340,13:35,1041,Men
2155,Butter,Dairy,285,2022-10-17,Monday,False,5,1425,09:35,1078,Women
2156,Butter,Dairy,285,2022-10-17,Monday,False,19,5415,19:58,1078,Women
2157,Milk packet,Dairy,80,2022-10-17,Monday,False,14,1120,07:12,1022,Men
2158,Bread package,Bakery,55,2022-10-17,Monday,False,11,605,09:13,1011,Men
2159,Bread package,Bakery,55,2022-10-17,Monday,False,8,440,08:11,1011,Women
2160,Milk packet,Dairy,80,2022-10-17,Monday,False,6,480,09:40,1022,Men
2161,Butter,Dairy,285,2022-10-17,Monday,False,7,1995,08:49,1078,Men
2162,Bread package,Bakery,55,2022-10-17,Monday,False,4,220,19:06,1011,Women
2163,Milk packet,Dairy,80,2022-10-17,Monday,False,3,240,07:54,1022,Men
2164,Jam jar,Grocery,350,2022-10-17,Monday,False,7,2450,14:42,1091,Men
2165,Eggs,Dairy,134,2022-10-17,Monday,False,10,1340,14:41,1041,Men
2166,Butter,Dairy,285,2022-10-17,Monday,False,17,4845,18:58,1078,Men
2167,Butter,Dairy,285,2022-10-17,Monday,False,14,3990,09:43,1078,Men
2168,Butter,Dairy,285,2022-10-17,Monday,False,5,1425,11:28,1078,Men
2169,Eggs,Dairy,134,2022-10-17,Monday,False,1,134,09:45,1041,Women
2170,Milk packet,Dairy,80,2022-10-17,Monday,False,17,1360,07:54,1022,Women
2171,Butter,Dairy,285,2022-10-17,Monday,False,19,5415,09:32,1078,Men
2172,Jam jar,Grocery,350,2022-10-17,Monday,False,19,6650,15:13,1091,Women
2173,Bread package,Bakery,55,2022-10-18,Tuesday,False,18,990,08:22,1011,Men
2174,Milk packet,Dairy,80,2022-10-18,Tuesday,False,19,1520,07:24,1022,Women
2175,Milk packet,Dairy,80,2022-10-18,Tuesday,False,8,640,07:28,1022,Women
2176,Milk packet,Dairy,80,2022-10-18,Tuesday,False,6,480,09:55,1022,Women
2177,Butter,Dairy,285,2022-10-18,Tuesday,False,5,1425,17:59,1078,Men
2178,Jam jar,Grocery,350,2022-10-18,Tuesday,False,17,5950,12:43,1091,Women
2179,Eggs,Dairy,134,2022-10-18,Tuesday,False,2,268,08:02,1041,Men
2180,Butter,Dairy,285,2022-10-18,Tuesday,False,18,5130,14:11,1078,Men
2181,Eggs,Dairy,134,2022-10-18,Tuesday,False,18,2412,18:41,1041,Men
2182,Eggs,Dairy,134,2022-10-18,Tuesday,False,14,1876,17:04,1041,Men
2183,Bread package,Bakery,55,2022-10-18,Tuesday,False,15,825,19:35,1011,Men
2184,Eggs,Dairy,134,2022-10-18,Tuesday,False,3,402,12:14,1041,Men
2185,Butter,Dairy,285,2022-10-18,Tuesday,False,14,3990,13:42,1078,Men
2186,Jam jar,Grocery,350,2022-10-18,Tuesday,False,5,1750,08:56,1091,Women
2187,Eggs,Dairy,134,2022-10-18,Tuesday,False,12,1608,17:51,1041,Men
2188,Milk packet,Dairy,80,2022-10-18,Tuesday,False,10,800,08:56,1022,Women
2189,Milk packet,Dairy,80,2022-10-18,Tuesday,False,16,1280,14:00,1022,Women
2190,Milk packet,Dairy,80,2022-10-18,Tuesday,False,3,240,08:27,1022,Women
2191,Bread package,Bakery,55,2022-10-18,Tuesday,False,14,770,15:45,1011,Women
2192,Bread package,Bakery,55,2022-10-18,Tuesday,False,17,935,09:36,1011,Men
2193,Bread package,Bakery,55,2022-10-18,Tuesday,False,7,385,12:37,1011,Men
2194,Bread package,Bakery,55,2022-10-18,Tuesday,False,11,605,13:38,1011,Women
2195,Eggs,Dairy,134,2022-10-18,Tuesday,False,13,1742,12:31,1041,Men
2196,Bread package,Bakery,55,2022-10-18,Tuesday,False,14,770,07:48,1011,Women
2197,Milk packet,Dairy,80,2022-10-18,Tuesday,False,1,80,09:56,1022,Men
2198,Bread package,Bakery,55,2022-10-18,Tuesday,False,5,275,17:27,1011,Women
2199,Jam jar,Grocery,350,2022-10-18,Tuesday,False,15,5250,15:36,1091,Men
2200,Eggs,Dairy,134,2022-10-18,Tuesday,False,9,1206,19:49,1041,Women
2201,Jam jar,Grocery,350,2022-10-18,Tuesday,False,15,5250,18:18,1091,Men
2202,Milk packet,Dairy,80,2022-10-18,Tuesday,False,7,560,07:06,1022,Men
2203,Jam jar,Grocery,350,2022-10-18,Tuesday,False,4,1400,10:02,1091,Men
2204,Milk packet,Dairy,80,2022-10-18,Tuesday,False,7,560,09:12,1022,Women
2205,Butter,Dairy,285,2022-10-18,Tuesday,False,3,855,09:20,1078,Women
2206,Milk packet,Dairy,80,2022-10-18,Tuesday,False,19,1520,13:06,1022,Women
2207,Bread package,Bakery,55,2022-10-18,Tuesday,False,17,935,11:48,1011,Men
2208,Jam jar,Grocery,350,2022-10-18,Tuesday,False,7,2450,14:32,1091,Women
2209,Butter,Dairy,285,2022-10-18,Tuesday,False,17,4845,19:38,1078,Men
2210,Bread package,Bakery,55,2022-10-18,Tuesday,False,8,440,07:13,1011,Men
2211,Butter,Dairy,285,2022-10-18,Tuesday,False,6,1710,16:06,1078,Men
2212,Eggs,Dairy,134,2022-10-18,Tuesday,False,11,1474,10:23,1041,Men
2213,Bread package,Bakery,55,2022-10-18,Tuesday,False,9,495,08:04,1011,Men
2214,Bread package,Bakery,55,2022-10-19,Wednesday,False,8,440,12:44,1011,Women
2215,Jam jar,Grocery,350,2022-10-19,Wednesday,False,12,4200,12:32,1091,Women
2216,Eggs,Dairy,134,2022-10-19,Wednesday,False,8,1072,13:28,1041,Men
2217,Butter,Dairy,285,2022-10-19,Wednesday,False,13,3705,08:25,1078,Women
2218,Jam jar,Grocery,350,2022-10-19,Wednesday,False,16,5600,15:41,1091,Women
2219,Bread package,Bakery,55,2022-10-19,Wednesday,False,9,495,19:59,1011,Women
